farmer_type,ndvi_5yr_avg,rainfall_mm,soil_npk_index,crop_price_inr,default_risk_label
Experienced,0.7548,625.53,94.85,3338.63,0
Experienced,0.5137,1232.64,65.08,2322.44,0
Experienced,0.577,483.67,83.67,2004.48,1
New_Farmer,0.0,487.73,30.9,1329.32,1
Experienced,0.6247,787.55,68.32,2698.22,0
New_Farmer,0.0,642.56,4.42,1646.51,1
New_Farmer,0.0,849.47,49.02,1039.3,0
Experienced,0.5446,419.25,30.25,2151.19,1
New_Farmer,0.0,936.48,21.88,2487.39,1
New_Farmer,0.0,1117.39,56.83,2402.51,1
Experienced,0.5101,1042.71,35.73,1738.45,1
Experienced,0.4974,559.67,43.46,1402.37,0
Experienced,0.8404,649.53,74.42,1635.46,0
New_Farmer,0.0,681.21,68.23,1543.03,0
New_Farmer,0.0,207.52,61.33,2678.52,0
New_Farmer,0.0,753.43,50.93,1811.64,0
New_Farmer,0.0,187.06,48.46,2575.77,1
New_Farmer,0.0,243.15,24.5,1775.63,1
New_Farmer,0.0,676.86,34.3,2271.25,1
New_Farmer,0.0,489.73,45.55,2701.61,0
Experienced,0.4448,659.76,32.87,1944.52,1
New_Farmer,0.0,721.09,66.39,1622.3,0
Experienced,0.7115,654.62,52.39,2500.93,0
Experienced,0.5285,605.25,41.2,2848.74,0
Experienced,0.8095,1076.1,79.67,2419.41,0
Experienced,0.7585,635.23,47.2,2211.1,1
New_Farmer,0.0,493.59,48.61,2022.49,1
Experienced,0.7274,503.41,72.84,1748.04,0
New_Farmer,0.0,94.4,46.51,1831.66,1
Experienced,0.4769,346.19,66.52,2544.11,1
Experienced,0.7735,445.37,65.62,2004.84,1
New_Farmer,0.0,789.81,24.65,1495.73,1
Experienced,0.7414,870.44,49.01,1640.42,1
New_Farmer,0.0,1234.57,68.94,2483.86,0
Experienced,0.7156,789.73,59.89,2238.09,1
Experienced,0.8575,370.78,50.61,2040.31,1
Experienced,0.4891,966.93,85.07,1756.19,1
New_Farmer,0.0,405.22,63.13,1149.77,1
Experienced,0.4725,829.1,58.08,2407.12,0
Experienced,0.4519,1083.79,56.84,1648.08,1
New_Farmer,0.0,1292.69,68.38,2720.85,0
New_Farmer,0.0,780.2,65.53,2708.61,0
New_Farmer,0.0,594.39,36.76,2525.89,1
Experienced,0.8668,553.79,66.02,2520.99,1
Experienced,0.7575,971.55,44.9,2188.28,0
Experienced,0.6002,451.05,45.18,2275.92,1
Experienced,0.7284,1107.64,62.54,1891.63,1
New_Farmer,0.0,507.59,47.22,2160.49,1
Experienced,0.8746,514.89,77.5,2150.98,0
Experienced,0.7188,697.42,53.42,2288.3,1
Experienced,0.8317,1099.53,84.48,1434.7,0
New_Farmer,0.0,455.07,70.85,1452.78,0
New_Farmer,0.0,681.59,42.12,2649.55,1
Experienced,0.634,535.85,68.95,2365.84,1
Experienced,0.5147,1049.48,62.87,2671.47,1
Experienced,0.8991,242.96,20.29,2632.48,1
New_Farmer,0.0,1155.95,16.8,2097.41,1
New_Farmer,0.0,658.81,87.43,2388.21,0
Experienced,0.6306,547.54,48.35,2610.4,1
Experienced,0.6607,447.05,72.25,1771.11,0
Experienced,0.7861,502.42,78.43,2953.97,0
New_Farmer,0.0,398.22,55.76,1652.04,1
Experienced,0.4016,982.02,68.15,2044.72,0
Experienced,0.5831,996.92,69.81,2551.24,1
Experienced,0.8523,599.43,66.53,2479.74,1
Experienced,0.4,1019.87,69.26,2255.82,0
Experienced,0.7417,1149.78,60.05,1562.16,0
Experienced,0.8889,831.94,41.94,2222.15,0
New_Farmer,0.0,569.19,54.85,3089.18,1
New_Farmer,0.0,637.48,39.23,1809.02,1
Experienced,0.5207,435.63,72.08,2527.97,1
Experienced,0.494,493.03,75.49,2627.85,1
New_Farmer,0.0,710.17,55.52,2512.2,1
New_Farmer,0.0,766.4,47.82,1271.41,1
Experienced,0.793,226.05,57.97,2061.19,1
Experienced,0.533,442.87,60.24,2129.54,1
Experienced,0.5861,552.01,47.0,3021.54,1
Experienced,0.4991,281.89,52.79,2453.71,1
Experienced,0.8528,718.59,56.84,1708.85,1
Experienced,0.7571,840.55,69.21,1610.55,0
New_Farmer,0.0,560.98,29.43,2740.15,1
Experienced,0.8613,1034.85,68.92,1005.9,0
New_Farmer,0.0,1406.08,55.73,2147.35,0
New_Farmer,0.0,808.11,36.78,2231.32,1
Experienced,0.6042,343.92,57.18,2320.96,1
Experienced,0.4897,605.01,46.01,1500.18,1
Experienced,0.4745,651.1,73.97,2861.91,0
Experienced,0.8275,544.9,80.77,2313.54,1
Experienced,0.4573,590.18,31.92,1581.95,1
Experienced,0.4642,900.38,74.53,2005.02,1
New_Farmer,0.0,191.66,46.5,2582.34,1
New_Farmer,0.0,1048.31,79.0,2278.73,0
Experienced,0.4426,967.57,44.93,2164.16,1
Experienced,0.744,646.85,65.35,2225.06,0
New_Farmer,0.0,627.32,48.23,1776.87,1
Experienced,0.4883,657.18,65.72,2834.49,0
Experienced,0.6058,735.64,68.16,2014.4,0
Experienced,0.755,657.12,74.4,1907.98,0
New_Farmer,0.0,92.82,26.74,2230.72,1
New_Farmer,0.0,362.8,66.46,2282.22,0
Experienced,0.4215,787.62,91.07,1162.83,1
New_Farmer,0.0,1194.0,11.48,2055.81,1
New_Farmer,0.0,603.84,62.11,1455.96,0
New_Farmer,0.0,608.64,45.67,2245.48,1
Experienced,0.8619,626.84,60.53,2417.69,0
Experienced,0.5306,150.17,32.34,1306.55,1
Experienced,0.5715,1007.98,70.03,2470.41,0
Experienced,0.5272,1286.17,49.96,3072.26,1
New_Farmer,0.0,567.74,44.33,1228.41,1
Experienced,0.5088,838.02,54.84,2553.32,1
New_Farmer,0.0,598.45,66.22,1941.45,1
New_Farmer,0.0,785.15,42.71,1744.78,1
New_Farmer,0.0,871.88,16.98,2203.84,1
New_Farmer,0.0,1190.52,88.0,1326.25,1
Experienced,0.8862,544.29,58.19,2746.62,0
New_Farmer,0.0,1180.91,42.96,1959.29,1
New_Farmer,0.0,544.2,47.16,1774.0,1
New_Farmer,0.0,722.78,50.95,2210.7,1
New_Farmer,0.0,420.84,88.97,1927.59,1
Experienced,0.6048,859.96,70.58,2937.19,0
Experienced,0.4128,929.35,51.08,2049.65,1
New_Farmer,0.0,719.63,55.51,2332.23,0
Experienced,0.8846,938.67,55.4,1904.66,1
Experienced,0.6872,955.73,41.29,2114.16,0
Experienced,0.6823,722.39,42.3,2205.21,1
Experienced,0.775,524.67,79.07,1725.97,0
Experienced,0.5954,1195.0,82.91,1217.16,1
Experienced,0.579,990.31,62.6,2349.45,1
New_Farmer,0.0,539.67,9.31,1862.24,1
New_Farmer,0.0,630.93,51.93,2068.62,1
Experienced,0.6692,618.78,69.32,2263.01,0
Experienced,0.4062,815.85,53.06,1926.81,1
Experienced,0.6764,161.5,57.18,2428.16,1
Experienced,0.6099,851.8,48.63,3302.12,1
Experienced,0.7722,520.69,61.24,2945.12,0
New_Farmer,0.0,411.79,32.6,1850.59,1
New_Farmer,0.0,862.37,11.03,1129.36,1
Experienced,0.5573,569.37,68.39,2070.24,0
New_Farmer,0.0,1437.97,18.82,2473.85,1
New_Farmer,0.0,137.13,59.38,1511.55,0
New_Farmer,0.0,1073.5,35.68,2539.81,1
New_Farmer,0.0,174.46,84.65,2415.44,0
New_Farmer,0.0,836.99,39.16,2680.01,1
Experienced,0.4352,555.41,55.55,2871.72,1
New_Farmer,0.0,425.47,38.14,2435.66,1
Experienced,0.6439,362.33,49.17,1252.01,1
Experienced,0.4842,502.27,50.82,1786.02,0
Experienced,0.8294,489.67,66.37,1342.71,0
Experienced,0.645,632.52,32.57,2224.92,0
Experienced,0.549,341.44,46.65,1298.95,1
New_Farmer,0.0,448.0,42.8,1277.73,1
Experienced,0.5567,568.56,44.45,2166.83,1
Experienced,0.8767,910.42,51.34,1907.78,0
New_Farmer,0.0,436.43,32.64,1556.95,1
Experienced,0.5158,799.22,72.6,1474.23,1
Experienced,0.6023,808.01,43.49,2193.78,1
New_Farmer,0.0,1023.73,32.93,1812.84,1
Experienced,0.602,497.82,51.1,1514.2,1
Experienced,0.8419,541.43,34.98,1873.72,1
Experienced,0.6355,832.29,63.43,2148.34,0
New_Farmer,0.0,932.8,44.56,1470.71,0
Experienced,0.4338,1174.3,41.66,2608.85,1
Experienced,0.787,692.69,30.66,2165.89,0
New_Farmer,0.0,547.48,52.37,2371.96,1
Experienced,0.6337,876.31,29.53,2797.46,0
New_Farmer,0.0,836.82,28.35,1851.32,1
Experienced,0.7167,710.92,59.1,1898.91,0
Experienced,0.4278,776.72,39.06,1926.72,1
Experienced,0.4392,561.94,61.19,2568.69,1
New_Farmer,0.0,838.34,35.16,1730.91,1
Experienced,0.5113,592.56,72.72,2261.29,0
New_Farmer,0.0,495.77,73.91,2182.14,0
Experienced,0.8986,728.37,41.49,2108.58,0
Experienced,0.8227,678.37,32.57,3275.99,0
Experienced,0.4179,565.73,55.37,1349.71,0
Experienced,0.4668,588.51,71.88,2198.6,0
Experienced,0.6685,760.23,54.85,1980.62,1
Experienced,0.4952,1220.48,78.36,3109.31,1
Experienced,0.4114,697.6,77.11,2934.78,1
Experienced,0.7008,858.19,55.2,2321.49,1
Experienced,0.861,590.48,42.65,2016.76,0
Experienced,0.4357,998.41,59.03,1941.11,1
Experienced,0.6366,798.23,48.88,2482.79,1
Experienced,0.4661,561.32,70.05,2329.04,0
New_Farmer,0.0,828.93,41.33,2401.86,1
Experienced,0.7757,326.41,83.23,1577.28,1
New_Farmer,0.0,680.65,12.5,1925.8,1
Experienced,0.8959,582.03,71.32,1337.27,0
Experienced,0.6638,1041.01,78.6,3216.34,0
Experienced,0.6675,833.02,51.04,1655.75,0
Experienced,0.7855,407.46,43.34,2195.98,1
Experienced,0.7635,642.94,48.67,2066.74,1
New_Farmer,0.0,844.39,95.83,1827.46,0
Experienced,0.5462,485.86,62.83,2016.7,0
New_Farmer,0.0,876.33,8.04,1841.71,1
Experienced,0.4,639.23,42.44,1093.62,1
New_Farmer,0.0,599.83,40.24,2432.9,1
Experienced,0.4526,779.13,40.55,2469.35,1
Experienced,0.451,436.46,57.52,1088.07,1
New_Farmer,0.0,584.34,35.14,2503.14,1
New_Farmer,0.0,650.41,27.16,3162.74,1
Experienced,0.4371,693.31,52.28,1877.44,0
Experienced,0.8583,212.02,64.21,2688.51,1
Experienced,0.6632,533.06,33.45,2265.04,1
Experienced,0.4146,1529.12,57.52,2531.57,0
Experienced,0.8518,203.79,27.64,2077.17,1
New_Farmer,0.0,769.52,27.88,848.63,1
Experienced,0.4994,780.76,62.14,1572.01,1
New_Farmer,0.0,783.69,50.43,2356.83,1
Experienced,0.5854,1096.74,66.95,1562.23,0
Experienced,0.5312,738.08,78.7,1290.09,1
Experienced,0.5922,497.78,48.97,1018.13,1
Experienced,0.5453,398.35,56.54,2095.25,1
New_Farmer,0.0,764.19,55.74,1676.04,1
Experienced,0.468,436.26,21.16,2876.93,1
New_Farmer,0.0,657.25,8.42,2395.77,1
Experienced,0.813,1017.61,84.21,2794.89,0
Experienced,0.4045,727.98,52.59,2726.16,1
New_Farmer,0.0,485.87,79.98,2114.78,0
New_Farmer,0.0,910.21,7.86,2380.44,1
New_Farmer,0.0,648.22,59.51,2613.96,0
Experienced,0.5373,956.64,50.71,2170.16,1
New_Farmer,0.0,253.23,69.49,3204.07,0
Experienced,0.6441,663.05,64.06,2557.01,0
New_Farmer,0.0,747.96,46.02,1746.42,1
Experienced,0.6255,639.01,88.06,1848.45,0
New_Farmer,0.0,735.28,65.64,2707.58,1
Experienced,0.6877,662.91,67.18,1900.16,0
New_Farmer,0.0,425.15,77.8,3165.53,1
New_Farmer,0.0,824.93,61.8,2576.22,1
Experienced,0.5715,482.36,67.29,1442.25,1
New_Farmer,0.0,947.6,38.2,1260.09,1
New_Farmer,0.0,761.59,49.69,3088.28,1
Experienced,0.6411,851.21,37.61,2623.71,0
Experienced,0.4091,745.15,52.0,1791.6,1
Experienced,0.568,777.14,51.19,2325.41,1
Experienced,0.6442,645.17,59.92,2903.0,1
Experienced,0.8454,1006.92,81.29,1965.48,0
New_Farmer,0.0,1137.97,54.97,3249.58,0
Experienced,0.779,470.9,44.5,2097.64,0
Experienced,0.5875,561.14,73.52,2845.52,1
New_Farmer,0.0,654.8,38.07,1975.7,1
Experienced,0.8841,956.1,66.49,2146.9,0
Experienced,0.5094,798.28,50.49,2240.43,1
Experienced,0.6871,874.41,49.87,2659.09,1
Experienced,0.773,638.48,66.76,2036.37,0
Experienced,0.604,991.19,77.98,1553.92,1
New_Farmer,0.0,710.09,29.0,1413.13,1
Experienced,0.4287,1066.41,59.03,2484.34,1
Experienced,0.7306,538.95,46.19,2495.26,1
Experienced,0.8571,755.83,61.42,2704.21,0
New_Farmer,0.0,894.39,6.24,1380.03,1
Experienced,0.7134,516.55,81.41,2314.13,1
Experienced,0.8269,1028.86,43.06,2230.14,1
New_Farmer,0.0,94.28,39.06,1425.48,1
Experienced,0.9,630.89,41.12,3432.35,0
New_Farmer,0.0,168.06,31.64,2380.82,1
Experienced,0.8,473.39,54.1,786.89,0
Experienced,0.7014,566.15,48.81,1946.5,1
Experienced,0.4,751.86,74.54,1677.77,1
Experienced,0.4942,921.19,54.59,2317.93,1
New_Farmer,0.0,960.21,35.79,1831.93,1
New_Farmer,0.0,575.29,59.52,2290.01,1
Experienced,0.8667,954.94,64.2,1899.6,1
New_Farmer,0.0,585.56,59.68,2035.77,0
New_Farmer,0.0,419.83,53.65,2125.67,1
Experienced,0.7556,537.83,68.98,2522.98,1
New_Farmer,0.0,1101.65,53.3,2289.2,0
Experienced,0.5396,656.07,55.44,1490.93,0
New_Farmer,0.0,727.0,60.42,2751.95,1
New_Farmer,0.0,655.47,68.94,1542.04,0
Experienced,0.7088,972.21,57.46,2864.54,0
New_Farmer,0.0,619.41,45.06,1308.56,1
Experienced,0.7986,677.31,53.95,1949.94,0
Experienced,0.7434,991.96,66.19,1456.53,0
Experienced,0.5112,978.37,31.99,2059.33,1
New_Farmer,0.0,937.14,54.64,2320.09,0
Experienced,0.5501,656.01,55.29,2371.53,0
New_Farmer,0.0,714.98,60.46,2186.41,1
Experienced,0.8815,839.5,55.68,2135.29,0
Experienced,0.7786,253.7,61.56,1409.6,1
Experienced,0.5413,434.65,47.86,2401.75,1
Experienced,0.879,1098.93,45.18,2138.43,0
New_Farmer,0.0,506.75,20.41,2847.05,1
Experienced,0.8038,355.77,54.45,2436.18,1
Experienced,0.8778,697.6,44.1,983.01,1
Experienced,0.7942,690.53,60.61,2871.4,1
Experienced,0.4275,636.8,53.01,2173.07,1
Experienced,0.5819,596.71,76.35,1559.45,1
Experienced,0.8648,1117.94,42.06,1939.17,1
Experienced,0.4,591.53,31.01,2660.25,1
Experienced,0.8432,681.78,69.31,1110.72,0
Experienced,0.627,769.45,67.95,2887.04,0
Experienced,0.7053,873.4,45.55,1370.33,0
Experienced,0.5137,702.58,63.84,2339.62,0
New_Farmer,0.0,478.31,39.02,2240.73,1
New_Farmer,0.0,159.02,16.05,2546.11,1
Experienced,0.4393,882.24,61.09,2037.06,1
New_Farmer,0.0,1045.15,30.3,2473.99,1
Experienced,0.6551,295.96,30.58,2078.54,1
Experienced,0.8333,892.35,67.69,1620.5,0
New_Farmer,0.0,671.65,44.43,2188.2,0
New_Farmer,0.0,1100.92,38.82,2653.47,1
Experienced,0.7976,477.12,64.73,2868.13,1
Experienced,0.428,1271.94,51.02,2253.3,1
Experienced,0.4897,726.98,55.06,2384.32,1
Experienced,0.7832,536.17,67.14,2046.46,1
Experienced,0.5183,641.12,32.62,3096.55,1
Experienced,0.6478,558.59,64.19,1835.35,0
Experienced,0.6359,1189.73,68.63,2190.13,0
New_Farmer,0.0,99.53,46.67,2277.01,1
Experienced,0.4284,833.49,80.34,1876.25,0
Experienced,0.8862,663.74,47.97,1939.37,1
Experienced,0.4044,460.33,86.3,1798.17,0
Experienced,0.8328,1194.36,65.16,2024.34,0
Experienced,0.4738,429.35,84.01,2128.1,0
Experienced,0.6476,350.25,49.97,1766.07,1
New_Farmer,0.0,768.94,31.97,2281.12,1
New_Farmer,0.0,746.26,49.87,1943.86,1
New_Farmer,0.0,611.11,47.86,2466.02,1
New_Farmer,0.0,484.13,10.41,1515.99,0
Experienced,0.4,955.61,64.94,1719.0,0
Experienced,0.8558,527.24,58.29,2553.28,0
Experienced,0.6794,755.7,54.67,2463.8,0
New_Farmer,0.0,841.44,67.15,2016.91,0
New_Farmer,0.0,1155.42,72.8,2089.98,0
Experienced,0.609,1202.1,54.57,2310.74,0
New_Farmer,0.0,1517.2,21.42,1212.84,1
Experienced,0.5325,516.3,68.35,1939.02,1
New_Farmer,0.0,303.07,66.73,2090.27,0
New_Farmer,0.0,648.75,46.64,2895.56,1
New_Farmer,0.0,1180.61,57.04,2269.15,1
Experienced,0.7321,955.62,56.89,2685.85,0
Experienced,0.5505,643.38,69.69,2794.69,1
Experienced,0.7974,612.95,91.84,1709.92,0
New_Farmer,0.0,98.48,77.22,1644.59,0
Experienced,0.5853,854.79,37.69,1774.32,1
Experienced,0.6237,1006.41,58.86,1899.37,0
New_Farmer,0.0,692.89,20.17,1672.43,1
Experienced,0.4152,621.82,66.41,1360.6,1
Experienced,0.6384,613.98,41.46,2637.31,1
New_Farmer,0.0,1399.32,28.51,1541.02,1
New_Farmer,0.0,493.72,43.46,2598.95,1
Experienced,0.8481,748.47,78.05,2519.98,0
New_Farmer,0.0,882.89,63.91,1895.09,0
New_Farmer,0.0,421.96,54.26,1731.36,1
New_Farmer,0.0,751.27,78.64,2913.05,0
Experienced,0.4677,1625.8,62.02,1735.49,1
New_Farmer,0.0,689.1,16.65,2597.24,1
Experienced,0.4547,466.1,54.4,1799.53,1
Experienced,0.5645,528.85,75.21,1566.23,0
Experienced,0.7209,845.13,49.28,1247.38,1
New_Farmer,0.0,671.09,43.27,1309.88,0
Experienced,0.416,646.61,58.85,2079.52,1
New_Farmer,0.0,208.4,68.68,1127.48,1
New_Farmer,0.0,399.68,13.09,1759.34,1
New_Farmer,0.0,1449.52,47.4,2663.28,1
Experienced,0.7369,603.14,62.75,2159.15,1
New_Farmer,0.0,609.13,47.42,1766.07,1
Experienced,0.4,1016.27,48.68,3027.73,1
New_Farmer,0.0,373.93,35.89,1375.69,1
New_Farmer,0.0,1025.19,65.32,1543.25,1
Experienced,0.8818,688.74,59.48,2020.78,0
Experienced,0.7121,969.26,82.76,2883.23,0
Experienced,0.5084,752.99,52.32,2849.53,1
Experienced,0.8135,645.33,63.43,1616.08,0
New_Farmer,0.0,995.87,73.9,1714.06,0
Experienced,0.6355,1006.45,52.4,2132.2,0
Experienced,0.4123,616.01,33.46,2597.77,1
New_Farmer,0.0,739.71,12.45,2033.99,1
New_Farmer,0.0,843.99,80.39,1240.13,1
New_Farmer,0.0,1051.79,28.85,1469.81,1
Experienced,0.6891,882.52,55.44,2296.47,1
New_Farmer,0.0,640.32,21.44,2109.13,0
New_Farmer,0.0,1168.81,21.24,2629.15,1
Experienced,0.5709,915.47,56.61,2179.79,1
Experienced,0.5544,173.9,63.41,1752.8,1
New_Farmer,0.0,584.34,81.46,1898.83,1
Experienced,0.5639,656.63,55.51,2180.5,1
New_Farmer,0.0,521.3,45.37,2482.73,0
Experienced,0.4853,853.16,64.55,2263.0,1
Experienced,0.6183,877.83,23.84,2377.73,0
New_Farmer,0.0,582.76,4.42,2642.65,1
New_Farmer,0.0,357.83,86.95,2090.5,0
Experienced,0.5551,1041.64,30.18,1893.37,0
Experienced,0.4907,685.72,62.46,2168.43,1
New_Farmer,0.0,756.16,45.2,2093.6,1
Experienced,0.8815,1195.57,41.16,2304.89,1
Experienced,0.6623,587.02,44.42,2780.76,1
New_Farmer,0.0,184.41,22.85,1412.82,1
New_Farmer,0.0,696.02,25.86,2114.45,1
Experienced,0.6138,808.19,71.46,1848.6,0
Experienced,0.5424,493.22,56.94,2024.26,1
Experienced,0.625,524.91,60.29,2791.84,0
New_Farmer,0.0,881.71,31.69,3366.96,0
Experienced,0.6958,889.14,59.54,1968.74,1
New_Farmer,0.0,842.98,42.25,1991.23,0
Experienced,0.6377,1195.25,54.97,2209.48,1
Experienced,0.7198,478.18,57.71,3106.88,0
Experienced,0.4137,410.69,69.53,2696.04,1
New_Farmer,0.0,808.71,55.11,798.32,0
Experienced,0.5609,729.93,56.18,1790.24,1
Experienced,0.5669,847.26,35.8,2503.11,0
Experienced,0.5169,1054.95,99.46,2543.69,0
New_Farmer,0.0,1039.41,46.36,2900.58,1
Experienced,0.4728,415.39,47.98,2842.13,1
Experienced,0.7123,1068.04,45.33,2566.72,0
New_Farmer,0.0,1005.85,32.32,2678.94,1
New_Farmer,0.0,852.09,21.46,3115.13,1
New_Farmer,0.0,865.03,54.63,2552.15,1
New_Farmer,0.0,846.43,56.7,2209.9,0
New_Farmer,0.0,311.79,39.23,2145.84,1
Experienced,0.6888,604.27,68.14,2171.94,0
New_Farmer,0.0,217.04,58.4,1070.6,0
Experienced,0.8656,272.82,49.47,2846.54,1
New_Farmer,0.0,451.87,34.73,1331.09,1
Experienced,0.4688,1022.34,73.0,2229.74,1
Experienced,0.8678,1446.56,91.67,2890.73,0
Experienced,0.8269,1047.03,54.07,2012.89,0
Experienced,0.5052,527.75,49.67,1449.98,1
New_Farmer,0.0,414.23,54.09,2257.78,1
Experienced,0.731,1045.27,43.73,2959.51,0
Experienced,0.8386,654.15,57.05,2529.71,1
Experienced,0.8459,749.43,30.09,2027.2,1
Experienced,0.8855,706.29,59.97,1363.61,0
New_Farmer,0.0,751.54,27.88,1702.28,1
Experienced,0.7466,436.22,65.12,3115.89,0
Experienced,0.734,795.47,58.36,1850.32,0
Experienced,0.616,1058.86,67.1,2226.73,0
New_Farmer,0.0,105.98,29.24,2000.14,1
Experienced,0.8252,1082.68,60.59,1690.91,0
New_Farmer,0.0,81.69,60.37,2676.45,0
New_Farmer,0.0,443.42,39.28,1297.84,1
New_Farmer,0.0,385.94,50.41,1820.18,1
New_Farmer,0.0,413.8,45.51,1685.62,1
Experienced,0.5782,592.07,38.5,2830.22,0
Experienced,0.5206,998.33,65.6,2257.79,0
Experienced,0.7733,355.21,43.19,2716.56,1
Experienced,0.4491,537.14,41.82,2531.73,1
New_Farmer,0.0,460.9,42.05,2885.92,1
Experienced,0.493,557.2,52.61,1819.74,1
Experienced,0.8157,452.33,35.44,2456.51,1
Experienced,0.7308,475.76,53.04,2921.8,0
New_Farmer,0.0,109.1,47.26,2792.77,1
New_Farmer,0.0,589.43,46.03,2280.49,1
Experienced,0.765,831.55,82.37,2296.7,0
Experienced,0.5754,232.24,51.02,1530.24,1
Experienced,0.6548,353.81,49.05,1823.78,1
New_Farmer,0.0,984.93,62.64,1916.17,1
Experienced,0.7774,909.93,83.54,2751.5,0
Experienced,0.812,471.1,55.61,2438.06,1
Experienced,0.5091,929.78,64.36,2476.62,0
Experienced,0.8133,423.9,90.45,1104.28,0
Experienced,0.7493,767.35,67.72,2071.53,0
New_Farmer,0.0,705.98,48.29,1263.12,1
New_Farmer,0.0,668.35,36.14,2426.97,1
New_Farmer,0.0,941.03,23.52,2145.64,1
Experienced,0.7112,789.95,25.57,1909.0,1
Experienced,0.6491,707.89,85.36,3002.35,0
Experienced,0.8166,518.57,78.02,1620.35,1
Experienced,0.6455,788.47,60.82,2176.71,0
New_Farmer,0.0,876.66,48.24,2009.99,1
Experienced,0.549,281.71,62.57,1597.99,1
New_Farmer,0.0,151.39,63.13,2424.71,0
New_Farmer,0.0,584.61,50.27,2377.98,1
New_Farmer,0.0,957.52,54.78,1621.8,0
Experienced,0.8175,519.14,95.83,1323.89,0
New_Farmer,0.0,728.93,32.73,1886.12,1
Experienced,0.5326,957.94,39.85,1820.02,1
New_Farmer,0.0,498.22,32.46,2765.84,1
Experienced,0.7239,591.89,100.0,1931.46,0
Experienced,0.4462,849.08,58.95,1874.65,1
New_Farmer,0.0,1024.57,8.11,2417.45,1
New_Farmer,0.0,617.76,68.75,1914.58,0
New_Farmer,0.0,269.31,25.01,2321.88,1
New_Farmer,0.0,826.84,50.32,2252.59,1
Experienced,0.4,649.45,57.33,1877.94,1
Experienced,0.4,1049.98,62.68,2576.9,1
Experienced,0.8643,651.82,55.19,2958.08,0
Experienced,0.6427,965.85,16.62,1628.46,0
New_Farmer,0.0,824.91,27.19,2706.64,1
Experienced,0.5729,676.23,39.15,2936.22,1
Experienced,0.6044,932.71,48.89,2580.13,1
Experienced,0.5863,1151.55,69.76,1923.17,0
Experienced,0.5061,488.72,59.46,1341.44,1
Experienced,0.4823,815.05,46.8,2295.82,1
Experienced,0.827,807.27,76.72,2276.25,0
New_Farmer,0.0,816.49,29.9,2924.14,1
Experienced,0.6138,1080.16,68.06,2218.81,0
Experienced,0.4297,510.7,54.74,2921.82,1
Experienced,0.6985,116.06,51.25,1248.33,1
Experienced,0.6524,783.0,52.31,1945.34,1
Experienced,0.7265,179.77,50.73,2939.79,1
Experienced,0.4655,771.82,38.73,2686.93,1
Experienced,0.7822,581.79,48.45,1577.98,1
New_Farmer,0.0,526.69,47.52,2134.79,1
New_Farmer,0.0,745.42,13.7,2670.26,1
Experienced,0.8038,844.95,53.57,1797.58,0
Experienced,0.6981,574.13,74.1,1889.82,0
Experienced,0.8901,525.53,66.67,1932.53,0
New_Farmer,0.0,995.76,45.95,2231.08,1
Experienced,0.8029,726.89,47.27,1390.48,0
Experienced,0.6943,939.46,51.49,2724.99,1
New_Farmer,0.0,416.16,51.41,2064.86,1
Experienced,0.8797,664.44,73.84,2628.59,0
New_Farmer,0.0,872.54,48.67,3025.48,1
Experienced,0.5261,394.49,51.33,1860.21,1
Experienced,0.6845,794.2,49.61,2389.27,1
Experienced,0.7528,810.3,63.24,2621.94,0
New_Farmer,0.0,529.02,50.32,2022.48,1
Experienced,0.4458,988.25,67.68,2810.89,1
New_Farmer,0.0,613.33,4.95,2303.04,0
New_Farmer,0.0,723.12,57.82,2424.35,0
Experienced,0.4873,773.74,83.79,2548.12,0
Experienced,0.4788,546.35,53.26,1988.36,1
Experienced,0.5136,913.26,67.47,2045.69,0
Experienced,0.487,1302.86,42.38,2732.43,0
Experienced,0.8335,1289.48,41.28,1785.29,0
Experienced,0.8466,559.94,85.73,2035.47,0
Experienced,0.406,399.93,66.98,3858.05,1
Experienced,0.8032,1405.89,71.63,2300.72,0
Experienced,0.4354,621.31,27.11,2125.77,1
Experienced,0.5647,597.17,55.64,1679.14,1
Experienced,0.6098,587.93,68.27,824.8,0
New_Farmer,0.0,1258.63,31.11,3332.83,1
Experienced,0.652,951.18,68.56,1234.47,0
Experienced,0.6043,601.56,53.28,2094.86,1
Experienced,0.7787,678.95,69.96,1859.66,0
Experienced,0.7734,1157.44,45.58,2207.13,0
Experienced,0.8374,924.95,55.57,3086.79,0
New_Farmer,0.0,668.86,51.81,2070.91,1
Experienced,0.8352,715.82,55.58,2341.29,0
New_Farmer,0.0,824.93,80.53,1682.28,0
Experienced,0.7191,707.68,73.12,2498.92,0
Experienced,0.7837,1022.58,53.28,1699.52,0
New_Farmer,0.0,937.0,15.09,2538.11,1
Experienced,0.6638,561.88,70.06,1458.55,0
Experienced,0.6883,987.93,60.34,2677.57,0
Experienced,0.6415,199.02,82.27,1654.48,1
New_Farmer,0.0,418.63,34.1,1767.65,1
New_Farmer,0.0,451.54,60.59,2067.74,1
Experienced,0.4327,292.92,50.76,2578.31,1
Experienced,0.8792,1192.67,55.73,1654.32,0
Experienced,0.7222,1294.9,59.94,1730.14,1
Experienced,0.6411,818.85,69.78,1333.35,0
Experienced,0.8141,1087.83,68.9,2962.25,0
Experienced,0.5196,659.96,50.93,1834.41,1
Experienced,0.6035,746.98,74.91,3266.76,0
